"1333671068960251904","silvano_moeckli","Beim #Ständemehr hat die Erfolgswertungleichheit der Stimmen gelegentlich Auswirkungen, beim #Ständerat aber dauernd. Hier wäre eine Reform dringlicher. Ist aber genauso chancenlos."
"1333670808594616321","Rennanwalt","Wenn ich die Bundesverfassung richtig verstehe, wird die Abschaffung des Ständemehrs bei Teilrevisionen der Bundesverfassung - das Ständemehr benötigen. Daraus folgt wohl, dass die Frage eher akademischer Natur ist."
"1333670776663371778","StojanovicNenad","@FurbieMiller @claudelongchamp @RSIonline Ich bin kritisch aber nicht unbedingt gegen Ständemehr (zB qualifiziertes:15.5/23). Im Interview sagte ich einfach, dass die Raison d'Être, warum er 1848 eingeführt wurde, nicht mehr vorhanden ist. Es gäbe aber andere Rd'Ê, v.a. im Sinne von checks&amp;balances."
"1333670682144759808","DayerOceane","@fchappot https://t.co/dx34W4HgXH"
"1333669273437433858","nicb_10","RT @FM_Maier: der @tagesanzeiger zeigt schön wie die Linke Afrika sieht: Als ein Land von Idioten auf dem Entwicklungsstand knapp nach der…"
"1333668753763151874","UlrichEGut","Die Mehrheit der kleinen Kantone wird der Abschaffung des Ständemehrs nie zustimmen, und auch keiner Schmälerung ihrer Vetomacht. Dazu kommt, dass in den grossen Kantonen Teile des politischen Spektrums am Ständemehr interessiert sind. Was also tun?
https://t.co/eNBH5Jh02c"
"1333668170138259456","NZZLibro","RT @srfnews: Das #Ständemehr wird kritisiert. Doch auch die Alternativen haben Schwächen: Das sind die Alternativen. https://t.co/SVyR7XeqYX"
"1333668057185742848","NZZLibro","RT @rfrbrghs: Das #Ständemehr vereinigt zwei Prinzipien: Demokratie und Föderalismus. Zum 10. Mal in der Bundesstaatsgeschichte kollidierte…"
"1333666094247260160","Mueck72","RT @Heierle: Wer Freitag's demonstriert, hat Sonntags Probleme, die Bundesverfassung bis Art. 1 zu lesen und zu verstehen‼️

@JusoSchweiz #…"
"1333664847960166401","MarcSchinzel","Die Änderung im Bestand der Kantone erfordert eine Verfassungsrevision. Das geht nicht ohne Volks-  u n d  Ständemehr. Die Gründung des Kantons #Jura zeigt aber, dass die Prämisse nicht stimmt, @PGrasarevic . Diese Kantonsgründung in der #Romandie befürworteten alle Kantone. https://t.co/XTlvLAfaU8"
