:TYPE	id:START_ID(organisation_id)	interessengruppe2_id:END_ID(interessengruppe_id)
GEHOERT_ZU	2923	3
GEHOERT_ZU	2950	54
GEHOERT_ZU	2965	93
GEHOERT_ZU	2990	12
GEHOERT_ZU	2994	31
GEHOERT_ZU	3008	19
GEHOERT_ZU	3027	23
GEHOERT_ZU	3063	1
GEHOERT_ZU	3068	12
GEHOERT_ZU	3069	12
GEHOERT_ZU	3071	23
GEHOERT_ZU	3072	67
GEHOERT_ZU	3073	67
GEHOERT_ZU	3094	14
GEHOERT_ZU	3112	12
GEHOERT_ZU	3117	12
GEHOERT_ZU	3130	10
GEHOERT_ZU	3144	13
GEHOERT_ZU	3147	47
GEHOERT_ZU	3153	41
GEHOERT_ZU	3155	144
GEHOERT_ZU	3261	66
GEHOERT_ZU	3269	41
GEHOERT_ZU	3276	60
GEHOERT_ZU	3294	143
GEHOERT_ZU	3317	24
GEHOERT_ZU	3318	71
GEHOERT_ZU	3320	58
GEHOERT_ZU	3350	80
GEHOERT_ZU	3368	60
GEHOERT_ZU	3381	16
GEHOERT_ZU	3384	40
GEHOERT_ZU	3394	30
GEHOERT_ZU	3396	115
GEHOERT_ZU	3400	107
GEHOERT_ZU	3401	107
GEHOERT_ZU	3422	60
GEHOERT_ZU	3423	100
GEHOERT_ZU	3424	126
GEHOERT_ZU	3429	15
GEHOERT_ZU	3435	78
GEHOERT_ZU	3443	60
GEHOERT_ZU	3458	103
GEHOERT_ZU	3459	103
GEHOERT_ZU	3463	12
GEHOERT_ZU	3479	53
GEHOERT_ZU	3525	111
GEHOERT_ZU	3527	43
GEHOERT_ZU	3539	12
GEHOERT_ZU	3540	13
GEHOERT_ZU	3543	12
GEHOERT_ZU	3551	19
GEHOERT_ZU	3552	19
GEHOERT_ZU	3554	85
GEHOERT_ZU	3556	13
GEHOERT_ZU	3561	26
GEHOERT_ZU	3563	67
GEHOERT_ZU	3564	67
GEHOERT_ZU	3577	12
GEHOERT_ZU	3588	53
GEHOERT_ZU	3594	108
GEHOERT_ZU	3595	108
GEHOERT_ZU	3596	108
GEHOERT_ZU	3608	60
GEHOERT_ZU	3650	13
GEHOERT_ZU	3675	28
GEHOERT_ZU	3679	12
GEHOERT_ZU	3702	59
GEHOERT_ZU	3716	10
GEHOERT_ZU	3739	60
GEHOERT_ZU	3758	2
GEHOERT_ZU	3761	26
GEHOERT_ZU	3774	41
GEHOERT_ZU	3822	1
GEHOERT_ZU	3855	90
GEHOERT_ZU	3873	26
GEHOERT_ZU	3874	30
GEHOERT_ZU	3882	12
GEHOERT_ZU	3905	41
GEHOERT_ZU	3920	103
GEHOERT_ZU	3936	95
GEHOERT_ZU	3937	95
GEHOERT_ZU	3966	54
GEHOERT_ZU	3981	60
GEHOERT_ZU	3997	12
GEHOERT_ZU	4000	125
GEHOERT_ZU	4017	103
GEHOERT_ZU	4035	53
GEHOERT_ZU	4041	41
GEHOERT_ZU	4045	60
GEHOERT_ZU	4062	67
GEHOERT_ZU	4068	66
GEHOERT_ZU	4072	131
GEHOERT_ZU	4075	53
GEHOERT_ZU	4083	12
GEHOERT_ZU	4085	103
GEHOERT_ZU	4088	103
GEHOERT_ZU	4099	12
GEHOERT_ZU	4172	78
GEHOERT_ZU	4175	42
GEHOERT_ZU	4180	16
GEHOERT_ZU	4191	65
GEHOERT_ZU	4192	19
GEHOERT_ZU	4217	62
GEHOERT_ZU	4220	138
GEHOERT_ZU	4225	103
GEHOERT_ZU	4251	12
GEHOERT_ZU	4255	102
GEHOERT_ZU	4256	53
GEHOERT_ZU	4261	62
GEHOERT_ZU	4269	16
GEHOERT_ZU	4282	70
GEHOERT_ZU	4283	12
GEHOERT_ZU	4295	18
GEHOERT_ZU	4305	59
GEHOERT_ZU	4313	74
GEHOERT_ZU	4315	35
GEHOERT_ZU	4316	78
GEHOERT_ZU	4349	60
GEHOERT_ZU	4351	53
GEHOERT_ZU	4354	108
GEHOERT_ZU	4364	122
GEHOERT_ZU	4370	19
GEHOERT_ZU	4387	13
GEHOERT_ZU	4389	66
GEHOERT_ZU	4392	59
GEHOERT_ZU	4405	95
GEHOERT_ZU	4406	95
GEHOERT_ZU	4423	12
GEHOERT_ZU	4430	70
GEHOERT_ZU	4442	27
GEHOERT_ZU	4450	59
GEHOERT_ZU	4458	59
GEHOERT_ZU	4472	59
GEHOERT_ZU	4488	116
GEHOERT_ZU	4494	12
GEHOERT_ZU	4496	49
GEHOERT_ZU	4524	126
GEHOERT_ZU	4527	12
GEHOERT_ZU	4544	60
GEHOERT_ZU	4554	115
GEHOERT_ZU	4555	115
GEHOERT_ZU	4557	1
GEHOERT_ZU	4558	115
GEHOERT_ZU	4560	115
GEHOERT_ZU	4561	115
GEHOERT_ZU	4566	14
GEHOERT_ZU	4569	85
GEHOERT_ZU	4571	116
GEHOERT_ZU	4579	46
GEHOERT_ZU	4583	26
GEHOERT_ZU	4598	12
GEHOERT_ZU	4606	13
GEHOERT_ZU	4644	122
GEHOERT_ZU	4646	27
GEHOERT_ZU	4674	96
GEHOERT_ZU	4675	32
GEHOERT_ZU	4678	85
GEHOERT_ZU	4679	85
GEHOERT_ZU	4680	85
GEHOERT_ZU	4681	85
GEHOERT_ZU	4707	96
GEHOERT_ZU	4709	84
GEHOERT_ZU	4725	53
GEHOERT_ZU	4735	101
GEHOERT_ZU	4745	143
GEHOERT_ZU	4748	13
GEHOERT_ZU	4761	41
GEHOERT_ZU	4770	66
GEHOERT_ZU	4781	66
GEHOERT_ZU	4804	61
GEHOERT_ZU	4819	17
GEHOERT_ZU	4833	78
GEHOERT_ZU	4857	115
GEHOERT_ZU	4877	23
GEHOERT_ZU	4884	48
GEHOERT_ZU	4894	108
GEHOERT_ZU	4908	55
GEHOERT_ZU	4915	67
GEHOERT_ZU	4917	103
GEHOERT_ZU	4924	67
GEHOERT_ZU	4926	67
GEHOERT_ZU	4929	23
GEHOERT_ZU	4943	117
GEHOERT_ZU	4946	10
GEHOERT_ZU	4947	12
GEHOERT_ZU	4956	59
GEHOERT_ZU	4959	106
GEHOERT_ZU	4973	41
GEHOERT_ZU	5004	66
GEHOERT_ZU	5018	73
GEHOERT_ZU	5023	32
GEHOERT_ZU	5052	36
GEHOERT_ZU	5076	28
GEHOERT_ZU	5077	28
GEHOERT_ZU	5079	117
GEHOERT_ZU	5080	23
GEHOERT_ZU	5081	23
GEHOERT_ZU	5085	61
GEHOERT_ZU	5090	59
GEHOERT_ZU	5118	44
GEHOERT_ZU	5140	23
GEHOERT_ZU	5164	51
GEHOERT_ZU	5182	143
GEHOERT_ZU	5197	102
GEHOERT_ZU	5198	79
GEHOERT_ZU	5220	44
GEHOERT_ZU	5225	35
GEHOERT_ZU	5233	13
GEHOERT_ZU	5234	103
GEHOERT_ZU	5240	111
GEHOERT_ZU	5257	24
GEHOERT_ZU	5278	102
GEHOERT_ZU	5293	27
GEHOERT_ZU	5294	12
GEHOERT_ZU	5314	59
GEHOERT_ZU	5323	60
GEHOERT_ZU	5330	111
GEHOERT_ZU	5331	12
GEHOERT_ZU	5359	27
GEHOERT_ZU	5364	18
GEHOERT_ZU	5368	60
GEHOERT_ZU	5371	62
GEHOERT_ZU	5373	41
GEHOERT_ZU	5376	41
GEHOERT_ZU	5379	57
GEHOERT_ZU	5390	69
GEHOERT_ZU	5394	21
GEHOERT_ZU	5399	21
GEHOERT_ZU	5401	85
GEHOERT_ZU	5403	58
GEHOERT_ZU	5413	81
GEHOERT_ZU	5414	27
GEHOERT_ZU	5420	42
GEHOERT_ZU	5427	79
GEHOERT_ZU	5430	13
GEHOERT_ZU	5431	59
GEHOERT_ZU	5432	26
GEHOERT_ZU	5434	59
GEHOERT_ZU	5440	35
GEHOERT_ZU	5441	66
GEHOERT_ZU	5443	66
GEHOERT_ZU	5457	103
GEHOERT_ZU	5461	48
GEHOERT_ZU	5462	5
GEHOERT_ZU	5476	126
GEHOERT_ZU	5482	26
GEHOERT_ZU	5485	60
GEHOERT_ZU	5491	38
GEHOERT_ZU	5509	23
GEHOERT_ZU	5527	84
GEHOERT_ZU	5530	135
GEHOERT_ZU	5536	128
GEHOERT_ZU	5550	35
GEHOERT_ZU	5552	136
GEHOERT_ZU	5565	126
GEHOERT_ZU	5570	26
GEHOERT_ZU	5572	101
GEHOERT_ZU	5579	19
GEHOERT_ZU	5580	19
GEHOERT_ZU	5581	41
GEHOERT_ZU	5582	41
GEHOERT_ZU	5583	41
GEHOERT_ZU	5584	18
GEHOERT_ZU	5594	51
GEHOERT_ZU	5595	64
GEHOERT_ZU	5596	24
GEHOERT_ZU	5598	51
GEHOERT_ZU	5600	24
GEHOERT_ZU	5604	100
GEHOERT_ZU	5606	26
GEHOERT_ZU	5607	26
GEHOERT_ZU	5610	60
GEHOERT_ZU	5614	60
GEHOERT_ZU	5615	60
GEHOERT_ZU	5621	36
GEHOERT_ZU	5622	60
GEHOERT_ZU	5629	32
GEHOERT_ZU	5640	35
GEHOERT_ZU	5659	43
GEHOERT_ZU	5663	68
GEHOERT_ZU	5672	35
GEHOERT_ZU	5687	103
GEHOERT_ZU	5688	41
GEHOERT_ZU	5696	107
GEHOERT_ZU	5698	13
GEHOERT_ZU	5703	41
GEHOERT_ZU	5721	70
GEHOERT_ZU	5722	12
GEHOERT_ZU	5728	76
GEHOERT_ZU	5730	27
GEHOERT_ZU	5738	107
GEHOERT_ZU	5746	28
GEHOERT_ZU	5750	3
GEHOERT_ZU	5756	78
GEHOERT_ZU	5788	76
GEHOERT_ZU	5789	111
GEHOERT_ZU	5795	81
GEHOERT_ZU	5796	4
GEHOERT_ZU	5807	67
GEHOERT_ZU	5824	14
GEHOERT_ZU	5829	40
GEHOERT_ZU	5837	13
GEHOERT_ZU	5843	100
GEHOERT_ZU	5844	100
GEHOERT_ZU	5852	100
GEHOERT_ZU	5853	60
GEHOERT_ZU	5854	60
GEHOERT_ZU	5855	100
GEHOERT_ZU	5859	60
GEHOERT_ZU	5862	102
GEHOERT_ZU	5864	44
GEHOERT_ZU	5865	27
GEHOERT_ZU	5876	60
GEHOERT_ZU	5879	132
GEHOERT_ZU	5887	13
GEHOERT_ZU	5889	125
GEHOERT_ZU	5890	59
GEHOERT_ZU	5894	59
GEHOERT_ZU	5895	18
GEHOERT_ZU	5897	125
GEHOERT_ZU	5901	133
GEHOERT_ZU	5903	60
GEHOERT_ZU	5904	82
GEHOERT_ZU	5917	19
GEHOERT_ZU	5919	103
GEHOERT_ZU	5920	126
GEHOERT_ZU	5921	28
GEHOERT_ZU	5923	50
GEHOERT_ZU	5924	28
GEHOERT_ZU	5934	102
GEHOERT_ZU	5943	53
GEHOERT_ZU	5944	27
GEHOERT_ZU	5947	27
GEHOERT_ZU	5949	59
GEHOERT_ZU	5957	41
GEHOERT_ZU	5963	15
GEHOERT_ZU	5980	86
GEHOERT_ZU	5981	70
GEHOERT_ZU	5983	138
GEHOERT_ZU	5985	27
GEHOERT_ZU	5988	50
GEHOERT_ZU	5989	52
GEHOERT_ZU	5992	107
GEHOERT_ZU	5997	107
GEHOERT_ZU	6000	53
GEHOERT_ZU	6002	106
GEHOERT_ZU	6004	35
GEHOERT_ZU	6008	53
GEHOERT_ZU	6010	103
GEHOERT_ZU	6014	106
GEHOERT_ZU	6015	13
GEHOERT_ZU	6038	12
GEHOERT_ZU	6045	43
GEHOERT_ZU	6055	3
GEHOERT_ZU	6062	139
GEHOERT_ZU	6096	103
GEHOERT_ZU	6098	146
GEHOERT_ZU	6100	14
GEHOERT_ZU	6112	93
GEHOERT_ZU	6122	139
GEHOERT_ZU	6123	139
GEHOERT_ZU	6126	4
GEHOERT_ZU	6138	18
GEHOERT_ZU	6143	35
GEHOERT_ZU	6145	93
GEHOERT_ZU	6146	15
GEHOERT_ZU	6162	41
GEHOERT_ZU	6168	62
GEHOERT_ZU	6171	78
GEHOERT_ZU	6173	19
GEHOERT_ZU	6184	79
GEHOERT_ZU	6187	15
GEHOERT_ZU	6194	102
GEHOERT_ZU	6199	13
GEHOERT_ZU	6200	13
GEHOERT_ZU	6204	23
GEHOERT_ZU	6206	34
GEHOERT_ZU	6216	5
GEHOERT_ZU	6221	103
GEHOERT_ZU	6226	93
GEHOERT_ZU	6236	65
GEHOERT_ZU	6247	12
GEHOERT_ZU	6256	111
GEHOERT_ZU	6258	78
GEHOERT_ZU	6280	60
GEHOERT_ZU	6281	38
GEHOERT_ZU	6283	65
GEHOERT_ZU	6286	139
GEHOERT_ZU	6290	103
GEHOERT_ZU	6295	20
GEHOERT_ZU	6369	78
GEHOERT_ZU	6376	103
GEHOERT_ZU	6429	66
GEHOERT_ZU	6445	57
GEHOERT_ZU	6455	33
GEHOERT_ZU	6458	32
GEHOERT_ZU	6470	67
GEHOERT_ZU	6472	55
GEHOERT_ZU	6507	33
GEHOERT_ZU	6524	103
GEHOERT_ZU	6549	23
GEHOERT_ZU	6554	12
GEHOERT_ZU	6561	16
GEHOERT_ZU	6562	102
GEHOERT_ZU	6571	32
GEHOERT_ZU	6574	46
GEHOERT_ZU	6579	135
GEHOERT_ZU	6594	27
GEHOERT_ZU	6596	106
GEHOERT_ZU	6597	41
GEHOERT_ZU	6598	27
GEHOERT_ZU	6608	48
GEHOERT_ZU	6609	63
GEHOERT_ZU	6633	52
GEHOERT_ZU	6636	41
GEHOERT_ZU	6653	35
GEHOERT_ZU	6666	46
GEHOERT_ZU	6730	41
GEHOERT_ZU	6785	93
GEHOERT_ZU	6794	41
GEHOERT_ZU	6797	63
GEHOERT_ZU	6816	2
GEHOERT_ZU	6822	51
GEHOERT_ZU	6851	13
GEHOERT_ZU	6852	138
GEHOERT_ZU	6854	83
GEHOERT_ZU	6855	83
GEHOERT_ZU	6858	60
GEHOERT_ZU	6878	52
GEHOERT_ZU	6890	12
GEHOERT_ZU	6893	12
GEHOERT_ZU	6894	74
GEHOERT_ZU	6898	74
GEHOERT_ZU	6899	74
GEHOERT_ZU	6900	103
GEHOERT_ZU	6901	15
GEHOERT_ZU	6902	60
GEHOERT_ZU	6916	20
GEHOERT_ZU	6925	53
GEHOERT_ZU	6943	15
GEHOERT_ZU	6955	79
GEHOERT_ZU	6958	41
GEHOERT_ZU	6959	19
GEHOERT_ZU	6997	53
GEHOERT_ZU	6998	53
GEHOERT_ZU	6999	53
GEHOERT_ZU	7005	12
GEHOERT_ZU	7031	66
GEHOERT_ZU	7054	12
GEHOERT_ZU	7058	25
GEHOERT_ZU	7060	13
GEHOERT_ZU	7062	13
GEHOERT_ZU	7064	95
GEHOERT_ZU	7084	73
GEHOERT_ZU	7096	61
GEHOERT_ZU	7097	79
GEHOERT_ZU	7101	139
GEHOERT_ZU	7106	63
GEHOERT_ZU	7123	85
GEHOERT_ZU	7127	85
GEHOERT_ZU	7134	93
GEHOERT_ZU	7135	85
GEHOERT_ZU	7139	85
GEHOERT_ZU	7149	42
GEHOERT_ZU	7152	61
GEHOERT_ZU	7153	61
GEHOERT_ZU	7165	111
GEHOERT_ZU	7168	79
GEHOERT_ZU	7189	12
GEHOERT_ZU	7190	41
GEHOERT_ZU	7197	115
GEHOERT_ZU	7205	79
GEHOERT_ZU	7210	53
GEHOERT_ZU	7213	102
GEHOERT_ZU	7230	139
GEHOERT_ZU	7235	33
GEHOERT_ZU	7236	102
GEHOERT_ZU	7239	38
GEHOERT_ZU	7240	38
GEHOERT_ZU	7244	133
GEHOERT_ZU	7248	133
GEHOERT_ZU	7251	102
GEHOERT_ZU	7275	58
GEHOERT_ZU	7276	41
GEHOERT_ZU	7281	143
GEHOERT_ZU	7297	78
GEHOERT_ZU	7336	66
GEHOERT_ZU	7340	18
GEHOERT_ZU	7342	50
GEHOERT_ZU	7346	71
GEHOERT_ZU	7362	80
GEHOERT_ZU	7366	27
GEHOERT_ZU	7368	13
GEHOERT_ZU	7379	78
GEHOERT_ZU	7381	67
GEHOERT_ZU	7382	29
GEHOERT_ZU	7390	138
GEHOERT_ZU	7398	63
GEHOERT_ZU	7403	107
GEHOERT_ZU	7406	55
GEHOERT_ZU	7415	35
GEHOERT_ZU	7417	103
GEHOERT_ZU	7419	12
GEHOERT_ZU	7422	18
GEHOERT_ZU	7424	32
GEHOERT_ZU	7434	41
GEHOERT_ZU	7435	70
GEHOERT_ZU	7441	50
GEHOERT_ZU	7443	93
GEHOERT_ZU	7444	41
GEHOERT_ZU	7446	12
GEHOERT_ZU	7450	25
GEHOERT_ZU	7468	107
GEHOERT_ZU	7469	19
GEHOERT_ZU	7489	41
GEHOERT_ZU	7491	28
GEHOERT_ZU	7507	7
GEHOERT_ZU	7508	125
GEHOERT_ZU	7511	12
GEHOERT_ZU	7515	48
GEHOERT_ZU	7517	50
GEHOERT_ZU	7526	29
GEHOERT_ZU	7533	19
GEHOERT_ZU	7535	126
GEHOERT_ZU	7556	60
GEHOERT_ZU	7557	103
GEHOERT_ZU	7570	148
GEHOERT_ZU	7578	107
GEHOERT_ZU	7588	86
GEHOERT_ZU	7603	54
GEHOERT_ZU	7678	103
GEHOERT_ZU	7731	33
